id,subject,speaker,thought,link
312,Lisa,Razor,Lisa lightning makes the sky black. She is strong. She is scary.,https://game8.co/games/Genshin-Impact/archives/Lisa-Best-Builds
313,Lisa,Rosaria,"Although I deplore those who play truant on a job, I respect her punctuality when it comes to closing up for the day.",https://game8.co/games/Genshin-Impact/archives/Lisa-Best-Builds
314,Lisa,Sucrose,"She really seems to know a great deal. She's obviously never seen my research, and yet on so many occasions she's given me advice on what is core to my studies. Just how does she know? Is it observation, or is it ratiocination?",https://game8.co/games/Genshin-Impact/archives/Lisa-Best-Builds
315,Lisa,Tighnari,"Cyno has mentioned her before - an extraordinary genius with a veritable wealth of knowledge and talent. A pity that she returned to Mondstadt so long ago. Perhaps, in the course of her studies, she witnessed the horrifying side of knowledge...",https://game8.co/games/Genshin-Impact/archives/Lisa-Best-Builds
316,Lynette,Charlotte,"No matter what question you pose to her, Lynette just calmly lowers her eyes with an expressionless look on her face. It's like she's some sort of... clockwork doll. I'm really tempted to write an article titled something like: ""The Genius Magician's Puppet Assistant: Magic's Best-Kept Secret""... but I have a sneaking suspicion that even that wouldn't get a reaction out of her.",https://game8.co/games/Genshin-Impact/archives/345879
317,Lynette,Freminet,"If you assigned Lyney and Lynette with the same mission, they'd both do an outstanding job. But not me. Lynette is always comforting me, saying that everyone has their strengths, and how everyone relies on me to fix things around the house when they break down... If only I was half as good at anything else.",https://game8.co/games/Genshin-Impact/archives/345879
318,Lynette,Furina,"Of course I know Lyney and Lynette. I used to frequently attend their magic shows. Though they're very popular, they're still much less popular than me. Only my performances would draw a completely sold-out crowd... even standing tickets would be out. But now... Uh... I've already decided to hang up my acting career, so it's perfectly normal for my popularity to decline!",https://game8.co/games/Genshin-Impact/archives/345879
319,Lynette,Lyney,"Modes: You think my sister doesn't talk much? Oh, she's probably just not in the right mode. Next time, start by saying ""Activate Chat Mode"" to her. If you're lucky, she might have a great deal of things to say to you. Hmm, and if you're not lucky...? Well, she'll just stare for a while, but hey, at least you'll get to see a different side of her! Twins: My sister and I have always been inseparable. There's no hardship we can't overcome as long as we're together, and similarly, we share all our joys with each other. There's nothing in the world I treasure more than my family, so I know what it must be like for you... And if I find out anything at all that might help you, I'll be sure to let you know.",https://game8.co/games/Genshin-Impact/archives/345879
320,Lynette,Navia,"I know magicians can often be all bravado and razzmatazz, but I can tell that Lyney is a sincere guy who cares deeply about his friends and family. He's so mature for his age, it catches me off guard sometimes... Oh, and how could I forget - it was so kind of him to try and cheer up the children in Poisson with an impromptu free magic show during the flood! I'll have to invite him and Lynette over some macarons at my place when I get the chance. Iknow Lynette's always conjuring teacupsout of thin air, so surely at least she's a fan of a proper tea break?",https://game8.co/games/Genshin-Impact/archives/345879
321,Lynette,Neuvillette,"Their performances are just fascinating, don't you think? They draw you into a magical world where, on one hand, everything that takes place is part of an elaborate deception - but on the other, all manner of miracles are possible if you are only willing to believe.",https://game8.co/games/Genshin-Impact/archives/345879
322,Lyney,Charlotte,"Surprise, surprise - Lyney refused an interview with me once again. Do you know how many times that is now? ...Uh, actually, I've lost count. But never mind! Evading me only further confirms my suspicion that he's hiding the news story of a lifetime! As long as I keep digging, I'll find it - and when I do, it will shake the world like no other new report in history!",https://game8.co/games/Genshin-Impact/archives/345540
323,Lyney,Chevreuse,Currently UnavailableUnlock Requirements: Reach Friendship Level 4 with Chevreuse,https://game8.co/games/Genshin-Impact/archives/345540
324,Lyney,Freminet,"Magic Shows: At home, Lyney's always showing me his magic tricks. Whenever I smile, he grins excitedly and says the audience is definitely going to love this one... Do I really smile so rarely? Mask: Lyney is our team leader, and acts like everyone's older brother... But I can tell that he puts on a brave face sometimes. I tried to talk to him about it once - told him that he doesn't need to wear a mask all the time. But he denied it, and we ended up having an argument... Since then, I've never brought it up with him again.",https://game8.co/games/Genshin-Impact/archives/345540
325,Lyney,Furina,"Of course I know Lyney and Lynette. I used to frequently attend their magic shows. Though they're very popular, they're still much less popular than me. Only my performances would draw a completely sold-out crowd... even standing tickets would be out. But now... Uh... I've already decided to hang up my acting career, so it's perfectly normal for my popularity to decline!",https://game8.co/games/Genshin-Impact/archives/345540
326,Lyney,Kirara,"So I met this magician in Fontaine who could make anything disappear, then make it reappear out of thin air! He must've used some kind of youkai power to make that happen, right? Hmm... Is he a youkai too, then?",https://game8.co/games/Genshin-Impact/archives/345540
327,Lyney,Lynette,"Unspoken Understanding: I have always been together with Lyney, and we can tell what the other is thinking without speaking. Thus, he tends to be more quiet than normal when we are alone. Hmm? Can I tell when he's lying or telling the truth? Of course I can, but this matter is top secret. Worries: To be updated soon!",https://game8.co/games/Genshin-Impact/archives/345540
328,Lyney,Navia,"I know magicians can often be all bravado and razzmatazz, but I can tell that Lyney is a sincere guy who cares deeply about his friends and family. He's so mature for his age, it catches me off guard sometimes... Oh, and how could I forget - it was so kind of him to try and cheer up the children in Poisson with an impromptu free magic show during the flood! I'll have to invite him and Lynette over some macarons at my place when I get the chance. Iknow Lynette's always conjuring teacupsout of thin air, so surely at least she's a fan of a proper tea break?",https://game8.co/games/Genshin-Impact/archives/345540
329,Lyney,Neuvillette,"Their performances are just fascinating, don't you think? They draw you into a magical world where, on one hand, everything that takes place is part of an elaborate deception - but on the other, all manner of miracles are possible if you are only willing to believe.",https://game8.co/games/Genshin-Impact/archives/345540
330,Lyney,Wriothesley,"I'll admit that when I removed the House of the Hearth's spies in the underworld, that was kind of an intentional provocation to the Fatui. But their only response was to send down a bunch of children... Was it because they truly saw those kids as disposable? Or because they knew I wouldn't have it in me to let them come to serious harm?",https://game8.co/games/Genshin-Impact/archives/345540
331,Mika,Amber,"Oh! Mika's a veteran of Eula's team. When he first arrived, it was always ''Yes, Commander!'' every time he spoke to me - I guess it must have been because he saw how close I was with Eula. But then, even after I told him I was actually an Outrider, he still called me ''Ma'am''... It was so embarrassing. We have completely different responsibilities, after all. I definitely could never match his expertise in cartography.",https://game8.co/games/Genshin-Impact/archives/390096
332,Mika,Eula,"When Mika was assigned to the Reconnaissance Company; I thought that he'd only last a few days, just like the others before him. But he surprised me. He never made a peep, but he completed all of his tasks quite admirably. He even volunteered to run errands for me, and assist with communication... Hmph... I don't know who is going around telling people that I need looking after...",https://game8.co/games/Genshin-Impact/archives/390096
333,Mika,Jean,"The Grand Master placed Mika on the front line of the expedition team not simply because he met the requirements of the mission --more importantly, he was impressed by Mika's hardworking and grounded nature. From my own perspective, I feel very honored to work with someone like him.",https://game8.co/games/Genshin-Impact/archives/390096
334,Mika,Kaeya,"When I first met Mika, he seemed like the nervous type, so I decided to joke around with him a little. I didn't count on that making him even more nervous... His smile looked as if it were plastered onto his face, and in the end, he even wrote me a letter of apology. Tsk-tsk. Does taking everything so seriously run in the Schmidts' blood?",https://game8.co/games/Genshin-Impact/archives/390096
335,Mika,Lisa,"I do rather envy Huffman for having such a caring little brother. Mika takes care of everything around the house and even looks after him when he's drunk... Ah, how nice it must be to lounge around all day without. a care in the world... Hmm? What do you mean, I already do that? You're getting quite bold these days, aren't you, cutie?",https://game8.co/games/Genshin-Impact/archives/390096
336,Mona,Diluc,"The land of Mondstadt, by the Anemo Archon's grace, is bountiful. I see no need for the harvest forecasts of astrologers.",https://game8.co/games/Genshin-Impact/archives/Mona-Best-Builds
337,Mona,Fischl,"Fischl: Aha, yes, Mona, the mighty astrologer... Mona, who once had the vanity to probe the fate of the Prinzessin der Verurteilung herself! She wound up a trembling wreck, overborne and overmastered.Oz: 'whispering' The poor lass was trying desperately not to laugh. It was no easy task.",https://game8.co/games/Genshin-Impact/archives/Mona-Best-Builds
338,Mona,Klee,"Mona is the best! It's so much fun when she comes to play with me and Albedo. She talks about all these amazing things, and I don't understand most of it but... Ah, I just love it when Mona comes round!",https://game8.co/games/Genshin-Impact/archives/Mona-Best-Builds
339,Mona,Layla,"Mona Megistus, the Astrologist... Her astrology column in The Steambird is well-known among Rtawahist scholars. Her articles always cover super specialized topics, but can still be appreciated by non-academics. That's no easy feat... Huh? Her name seems to just roll off my tongue? Uh, that's just because... I have a lot of respect for... amazing people.",https://game8.co/games/Genshin-Impact/archives/Mona-Best-Builds
340,Mona,Lisa,"Mona? She seems to be an excellent mage, but I'm not a part of their Hexenzirkel. The idea of Irminsul exploration and formal tea parties just leaves me cold.",https://game8.co/games/Genshin-Impact/archives/Mona-Best-Builds
341,Mona,Venti,"Oh, that astrologer? How should I put it? Fortune-telling and my singing are the same: Both lead to you being so poor you can't even cough up the money for a drink! ... You think that astrology is a cultural tradition, so at least still has some value? Hmph, so rude. In that case, so too is singing, so it still has its value too!",https://game8.co/games/Genshin-Impact/archives/Mona-Best-Builds
342,Nahida,None,None,https://game8.co/games/Genshin-Impact/archives/Nahida-Best-Builds
343,Navia,Charlotte,"Now that her father's name's been cleared, and the case of the serial disappearances of young women is resolved, I guess Navia must be able to finally breathe a little easier. I don't know why, but somehow, she's found herself at the epicenter of all sorts of bad news lately... Luckily for her, I've been snatching up all the articles that mention her and doing whatever. damage control I can before they get published. Heh, and uh... then getting told off constantly by Euphrasie for interfering... But. y'know, I think Navia deserves a break, so I'm happy.to take one for the team. Also, she agreed to do an in-depth exclusive interview, which definitely sweetens the deal!",https://game8.co/games/Genshin-Impact/archives/417194
344,Navia,Chevreuse,Currently UnavailableUnlock Requirements: Reach Friendship Level 4 with Chevreuse,https://game8.co/games/Genshin-Impact/archives/417194
345,Navia,Freminet,"Lyney told me everything. I'm so grateful to you and Navia for your warmth and generosity. Please pass on my thanks when you see her... Huh? Tell her myself? ...Uh, I, uh... Ooh, I've suddenly got stomach cramps — sorry, gotta dash.",https://game8.co/games/Genshin-Impact/archives/417194
346,Navia,Furina,"Desserts: Have you tried Navia's macarons? I have to admit that her skills in dessert-making are comparable to mine. The design she paints on the macarons is so cute, don't you think? Not to mention the texture and sweetness... They truly are a work of art! How does she do it? Does it really all boil down to talent? Ugh, I can't believe I'm feeling a little jealous... I'll have to ask her for some tips next time! Inner Thoughts: She's a very strong person. Strong people will always manage to keep themselves together no matter what happens, acting like everything is fine. Doing so prevents other people around them from needlessly bearing additional pressure. I saw the duel between Callas and Clorinde... and I can say that in this respect, Navia is becoming more and more like her father.",https://game8.co/games/Genshin-Impact/archives/417194
347,Navia,Lynette,"Though she's the new president of Spina di Rosula, her style is more like the nosy big sister next door. If we really had a sister like her in the ''House of the Hearth,'' that would be really great... I know I probably shouldn't be wishing for anyone to be an orphan, but...",https://game8.co/games/Genshin-Impact/archives/417194
348,Navia,Lyney,"I didn't think that she'd be willing to help strangers like us. If it hadn't been for all of you, Lynette and I wouldn't have been acquitted... Thank you so much. I'll have to wait for a lovely, sunny day to invite everyone to Café Lucerne for the most wonderful afternoon tea!",https://game8.co/games/Genshin-Impact/archives/417194
349,Navia,Neuvillette,"I regret to say that after my various interactions with her - such as when I inadvertently angered her, and when I accepted her apology - and even now, in spite of the guilt I continue to feel over what happened to her father, I feel... very distant from her, as if I'm observing the starry sky from the bottom of a deep lake. It is by no means intentional, and I also know it is not something that I can easily make up for. Unlike water, emotion does not settle quickly once agitated, nor is it naturally inclined towards equilibrium.",https://game8.co/games/Genshin-Impact/archives/417194
350,Navia,Wriothesley,"The Fortress of Meropide works with Spina di Rosula on some matters regarding supplies and logistics, but we don't have any other dealings. This isn't because I don't trust Navia or her abilities, in fact, I hold her in quite high regard. The only reason we continue to stay out of each other's way is because I wanna honor the agreement I made with the late Mr. Callas.",https://game8.co/games/Genshin-Impact/archives/417194
351,Neuvillette,Charlotte,"If you want to interview the Iudex, you have to provide all the interview questions in advance and get them reviewed by the relevant department at the Palais Mermonia, who decide which questions to approve and which ones you're not allowed to ask... It's their way of making sure the interview goes off without a hitch. It's such a rigmarole. I'm losing the will to live just talking about it.",https://game8.co/games/Genshin-Impact/archives/Neuvillette-Best-Builds
352,Neuvillette,Chevreuse,"Currently UnavailableUnlock Requirements: Reach Friendship Level 4 with ChevreuseComplete ""Neuvillette Story Quest""",https://game8.co/games/Genshin-Impact/archives/Neuvillette-Best-Builds
353,Neuvillette,Freminet,"One day when I surfaced after a dive, the Chief Justice was just standing there alone on the beach. I don't know whether he had something on his mind, or was just enjoying the view... Obviously, I didn't ask. I only locked eyes with him for a split-second before disappearing back underwater. Thinking back, I must have looked so guilty... (sigh)",https://game8.co/games/Genshin-Impact/archives/Neuvillette-Best-Builds
354,Neuvillette,Furina,"I'm very grateful to Neuvillette for all the hard work he's done for Fontaine in the past few centuries. It seems he doesn't intend to investigate my crimes of deceiving the people. Anyway, we're no longer working in tandem, and it's been a long time since I've been to the Palais Mermonia. I imagine that this is good for both of us, right?",https://game8.co/games/Genshin-Impact/archives/Neuvillette-Best-Builds
355,Neuvillette,Lynette,"The Chief Justice always feels strangely aloof, though his words are always humble... or perhaps he just doesn't like dealing with humans? After all, when he speaks with Melusines, he's actually quite friendly.",https://game8.co/games/Genshin-Impact/archives/Neuvillette-Best-Builds
356,Neuvillette,Lyney,"Monsieur Neuvillette rarely appears in public, almost as if he's intentionally trying to put some distance between himself and the people. At first, I thought it might be just me, but my ever-observant sister noticed it too, so I suppose that must really be the case.",https://game8.co/games/Genshin-Impact/archives/Neuvillette-Best-Builds
357,Neuvillette,Navia,"Ah, how to describe Monsieur Neuvillette... He's...complex, in some ways - bet very straightforward in others. I guess a good analogy would be rocky reefs in the sea: Trying to navigate through obstacles you can't see makes for a bumpy side, but if you can't figure out how they work, you start to spot the signs.",https://game8.co/games/Genshin-Impact/archives/Neuvillette-Best-Builds
358,Neuvillette,Wriothesley,"I was once summoned by Neuvillette to discuss some matters with him in his office. When I approached the Palais Mermonia, I saw him standing by the road, completely drenched in the rain. I held out an umbrella for him, and while he thanked me politely, his expression was a little... distressed, I guess. I can only assume that I had disturbed him in the middle of something.",https://game8.co/games/Genshin-Impact/archives/Neuvillette-Best-Builds
359,Nilou,Alhaitham,"The strengths and weaknesses of a performing artist are quite clear. Nilou Knows how to play to her strengths, which enables her to live a happy and simple life.",https://game8.co/games/Genshin-Impact/archives/383715
360,Nilou,Collei,"She seems a little absent-minded. If she ever comes to perform around Gandharva Ville, I'm worried she'll end up wandering off into the forest and getting lost... So I'll have to watch out for her, as a responsible forest ranger trainee should.",https://game8.co/games/Genshin-Impact/archives/383715
361,Nilou,Cyno,I can sense her enthusiasm and passion for dancing - it has become an integral part of her being. I hope that she will always be able to use the art she loves to bring happiness to other people.,https://game8.co/games/Genshin-Impact/archives/383715
362,Nilou,Dehya,"Now that the whole saga with the Akademiya's over, I guess she can finally dance as much as she wants. She offered me some of her face powder last time I saw her, but in this line of work, it'd be wasted on me, so I told her to give it to Candace instead. Hmm... I wonder how she's liking it? I need to go check. sometime...",https://game8.co/games/Genshin-Impact/archives/383715
363,Nilou,Dori,"She's a good dancer, but definitely not making the most of her time by staying in Sumeru... I mean, it's a complete waste of her talent. If I took her on tour across all Teyvat, do you have any idea how much Mora I'd rake in?",https://game8.co/games/Genshin-Impact/archives/383715
364,Nilou,Faruzan,"I remember her; she's a courteous girl. I've only been to the Grand Bazaar a few times, but she's already remembered my name and face, and she's even tried to get the others to stop arguing with me. She really gets it! All youngsters should be more like her.",https://game8.co/games/Genshin-Impact/archives/383715
365,Nilou,Kaveh,"Nilou's talent as a dancer is indisputable. Zubayr Theater really lucked out when they recruited her. I've heard that she has a great personality too — she always smiles and says encouraging things to her audience when she's performing. Once I can find some time, I'll have to catch one of her shows.",https://game8.co/games/Genshin-Impact/archives/383715
366,Nilou,Nahida,"I once borrowed someone else's body to ask her if she'd mind allowing Lesser Lord Kusanali to watch her dance... Actually, I had already watched her lots of times before in secret, but I wanted to attend her dance at the Sabzeruz Festival properly, in person, as a sign of respect. Anyway, it turned out that she gently declined the offer... I was a little sad about that.",https://game8.co/games/Genshin-Impact/archives/383715
367,Ningguang,Ayato,"I have heard a thing or two about how Her Eminence, the Tianquan operates. On the subject, I also happen to have a limited-edition copy of Liyue Millennial, if you're interested? What do you say, shall I have someone fetch it, so we can play a game?",https://game8.co/games/Genshin-Impact/archives/297529
368,Ningguang,Beidou,"Liyue Qixing: Ningguang eh? As far as Liyue Qixing is concerned, she seems to be doing a good job. But for me, and my men, and not with Liyue Qixing. Attitudes: Ningguang is never really one to speak frankly, but she has been very direct with her criticism of me in the past. Haha... But hey, whether she likes me or hates me is her choice, nothing I can do to sway her.",https://game8.co/games/Genshin-Impact/archives/297529
369,Ningguang,Ganyu,"Each Tianquan adds their own interpretation and amendments to the founding lawas of Liyue. The current one, Ningguang, does it with unmatched efficiency, but that efficacious manner of hers draws a great deal of criticism. I suppose it is always simpler to criticize than to tolerate.",https://game8.co/games/Genshin-Impact/archives/297529
370,Ningguang,Hu Tao,"Tianquan Ningguang... Well-off, a radiant gaze, exquisite face, in the know and capable of anything!",https://game8.co/games/Genshin-Impact/archives/297529
371,Ningguang,Keqing,"Conflict: We do work together, but we couldn't be more opposite personality-wise. To her, Liyue Harbor is nothing more than a marketplace, and she'll do anything as long as it makes money for her. Doesn't she have any principles? Hmm, or maybe turning a profit IS her principle? Cooperation: Since Rex Lapis left us, we've actually found some common ground. I was quite judgemental of her in the past, and we still fundamentally disagree on a number of issues, but in the current climate I have to say I count her as a comrade in arms. Trifling Matters: Ugh, having said that... I ordered a Lucent Crescent from Mingxing Jewelry three months in advance, and when it was time to finally pick it up, they told me Ningguang had bought up the last few months' worth of Lucent Crescent for herself by paying double the price! 'sigh' She can be such a pain!",https://game8.co/games/Genshin-Impact/archives/297529
372,Ningguang,Shenhe,"I have no use for the wealth that ordinary people desire. But in the hands of Lady Ningguang, wealth becomes a means of solving complex issues of the kind that no weapons could ever hope to resolve. She understands the unwritten rules of human society, she knows what's in people's hearts... Master once told me that even the adepti aren't able to achieve this. I hold her and her work in high regard.",https://game8.co/games/Genshin-Impact/archives/297529
373,Ningguang,Xiangling,"That was the Tianquan! Did you see? She just walked past. Come here... closer... Let me tell you, she knows everything that happens in Liyue, so... keep a low profile, don't attract her attention.",https://game8.co/games/Genshin-Impact/archives/297529
374,Ningguang,Xianyun,"Currently UnavailableUnlock Requirements: Reach Friendship Level 4 with XianyunComplete ""A New Star Approaches""",https://game8.co/games/Genshin-Impact/archives/297529
375,Ningguang,Xingqiu,"In her capacity as the Tianquan, I am obliged to respect her. Otherwise, it could create issues for my father and brother. On a personal level? Let me think... I think I will go with ""No comment,"" I shan't speak ill of others.",https://game8.co/games/Genshin-Impact/archives/297529
376,Ningguang,Xinyan,"Y'know, the Millelith used to get in my way all the time. Can't set up a stage here, can't perform there. Real bother, it was... Ahem. But after I wrote to the Ministry of Civil Affairs, I heard that the Tianquan amended one of Liyue's... Uh, some rule or something. She designated some spots for performances to take place, so long as you apply. 'sigh' It's still a load of trouble if you ask me, but it's better than being harangued by those Millelith every time, so...",https://game8.co/games/Genshin-Impact/archives/297529
377,Ningguang,Yanfei,"You must have heard of the Tianquan, Ningguang? She's the highest authority where the law is concerned, and often makes amendments to the legal codices. Every round of additions, retractions, and revisions generates mountains of material. Why, the latest edition of the legal codices contained three new laws, 121 revised legal annotations, and an array of new legal precedents. Archons know how long it's going to take me to commit them to memory... Hmph... still, she's a businesswoman at heart, I'm not about to let her beat me when it comes to the law. Once I've finished memorizing these, I need to step up my productivity...",https://game8.co/games/Genshin-Impact/archives/297529
378,Ningguang,Yelan,"I got to know Ningguang a long time ago, before she was a Qixing, and we worked together for a while. Maybe I'm partly to thank for the fact that she became a Qixing so quickly. Hehe, who can say? Anyway, she was the one who recommended, this job to me. It was a good choice, I'm very well-suited to it.",https://game8.co/games/Genshin-Impact/archives/297529
379,Ningguang,Yun Jin,The Tianquan is a big spender and has made several very generous donations to our troupe. I can only return her generosity by delivering my best possible performance.,https://game8.co/games/Genshin-Impact/archives/297529
380,Ningguang,Zhongli,"Despite the multitude of affairs that she deals with in a day, Ningguang always continues to press on. A rare gem indeed. I'm reminded of the time that she used to walk barefoot from Yaoguang Shoal to the south wharf, trying to sell her wares as she went. Time is cruel to humans.",https://game8.co/games/Genshin-Impact/archives/297529
381,Noelle,Amber,"You wanna know about Noelle? She's super resilient. Still, since she's younger than us we should still look out for her.",https://game8.co/games/Genshin-Impact/archives/297523
382,Noelle,Barbara,"Noelle is just the cutest! She's so kind and patient, you just feel totally relaxed when you're around her. ...Oh yeah, and she makes the tastiest snacks! Best part is, they're also healthy. Tee-hee!",https://game8.co/games/Genshin-Impact/archives/297523
383,Noelle,Bennett,"Noelle's someone I've been watching for a while. She's really talented, and extremely hardworking. But somehow she's still a maid - the Knights of Favonius still haven't made her a knight. It's a shame, don't you think? Boy, if she switched to the Adventurers' Guild, she'd easily be one of the best there is.",https://game8.co/games/Genshin-Impact/archives/297523
384,Noelle,Jean,"Noelle... She's very trying in her pursuit to become a Knight of Favonius. However, I fear she is not quite ready for the dangers that lie beyond Mondstadt's walls.",https://game8.co/games/Genshin-Impact/archives/297523
385,Noelle,Kaeya,"I was entrusted by the Acting Grand Master to discreetly and indirectly support Noelle, but there hasn't been much for me to concern myself with, she has a good head on her shoulders. Quite the relief.",https://game8.co/games/Genshin-Impact/archives/297523
386,Noelle,Lisa,"Every time I ask Noelle to dust off the bookshelves, I'm always left with the sense that the more exhausted I make her, the happier she becomes. Yes, who knows what's going on with her... 'chuckles'",https://game8.co/games/Genshin-Impact/archives/297523
387,Noelle,Sucrose,"She's a really willing helper, I can't deny that. It's just... she makes me a bit anxious is all. One time, she saw three boxes of materials stacked just outside my laboratory door, and proceeded to move them inside for me. A nice gesture, but the thing is... I'd only just finished putting them outside...",https://game8.co/games/Genshin-Impact/archives/297523
388,Qiqi,Baizhu,"Yes, you've guessed correctly. The preservation of a thread of ""Qiqi's consciousness was in fact the work of the adepti. It's also thanks to Qiqi that I managed to come up with a way to save someone on the brink of death. Since the adepti took pity on this child and even used their arts to keep her on this side of existence, I thought I'd take the opportunity to keep her around the pharmacy. There's no harm in that, is there?",https://game8.co/games/Genshin-Impact/archives/297533
389,Qiqi,Chongyun,"She looks like a zombie, but as an exorcist, I feel there's... something different about her. Hmm, her name is also absent from all the praised names I've seen... Where exactly does she fit in among the deities?",https://game8.co/games/Genshin-Impact/archives/297533
390,Qiqi,Gaming,"Ah, Qiqi, the lovable munchkin. She's convinced that all my accidents are due to stiff joints, so whenever I'm at Bubu Pharmacy stocking up on medicine, she makes me do some stretches with her to limber me up, haha. It's easy, wanna try? Ok, after me: One, two three, four; two, two, three, four...",https://game8.co/games/Genshin-Impact/archives/297533
391,Qiqi,Hu Tao,"Have you seen Qiqi? Tell me where she is, quickly. I need to go seal her away, hee-hee!",https://game8.co/games/Genshin-Impact/archives/297533
392,Qiqi,Xingqiu,I've always thought there is more to Qiqi than meets the eye. But it's impossible to have a conversation with her when Baizhu's around. Hmm... We could wait till Baizhu makes a home call to one of his other patients and corner her.,https://game8.co/games/Genshin-Impact/archives/297533
393,Qiqi,Yanfei,"I heard that little herb gatherer has written out a whole set of behavioral rules for herself. She may be small, but boy, has she got her head screwed on! She's definitely destined for greatness... ''The young of today shall outperform us tomorrow,'' as they say. I must admit, she has my respect.",https://game8.co/games/Genshin-Impact/archives/297533
394,Qiqi,Yaoyao,"Friends: Qiqi's my best friend! She forgets who I am sometimes but I know she doesn't mean it... I just have to remind her to check her notebook, and she remembers me right away. Forever: I once asked Dr. Baizhu in private if there's any way to cure her, and, um... But it doesn't matter. I'll probably have to keep reminding her who I am for my whole life, but that's okay.",https://game8.co/games/Genshin-Impact/archives/297533
395,Raiden,None,None,https://game8.co/games/Genshin-Impact/archives/337161
396,Razor,Bennett,"Wolvendom guy! Looks a little on the feral side... doesn't talk much... but he's alright! We both love eating meat, so we got that in common. I sometimes cook some meat for him, and he teaches me how wolves communicate in return. Haha! You should join us next time!",https://game8.co/games/Genshin-Impact/archives/297519
397,Razor,Eula,"Free from social mores and other people's opinions, and no family obligations... Must be an easy life!",https://game8.co/games/Genshin-Impact/archives/297519
398,Razor,Klee,"Razor's one of my best buddies! Whenever a disaster happens, he always knows the best way to fix it and help keep Klee safe. Um, but most of the time I'm the one who caused the disaster.",https://game8.co/games/Genshin-Impact/archives/297519
399,Razor,Lisa,"Come on Razor, that's it, good boy! Let's do some combat practice — I've found you the perfect partner. Hey! Come back!",https://game8.co/games/Genshin-Impact/archives/297519
400,Razor,Venti,"Ah yes, the white-haired fellow from Wolvendom? Raised by wolves? Really? ... No wonder his scent is so familiar...",https://game8.co/games/Genshin-Impact/archives/297519
401,Rosaria,Barbara,"Sister Rosaria is hard to get to know, especially given she never joins in on prayers, but... Oh, I'm sure she believes in the Anemo Archon! Although, I still don't really have the courage to try to talk to her...",https://game8.co/games/Genshin-Impact/archives/314177
402,Rosaria,Fischl,"Fischl: One finds Sister Rosaria to be a most devout believer in the Anemo Archon.Oz: ...""Devout believer,"" mein Fraulein?Fischl: Indeed! One night, I heard her invoking the name of the Archon thus in another's presence: ""May you be struck down in the name of Lord Bartabos!"" One presumed that she was leading a prayer.",https://game8.co/games/Genshin-Impact/archives/314177
403,Rosaria,Jean,"Some may see Sister Rosaria as one who complains about how bothersome her work is, but she does her job well. Last time I saw her I told her she could come find me should she ever need help, to which she simply replied that doing so would be even more bothersome. I need to work harder to become of more assistance to the people of Mondstadt.",https://game8.co/games/Genshin-Impact/archives/314177
404,Rosaria,Kaeya,"Ahaha, you want to know about the secrets of Sister Rosaria? That... I cannot tell you. Though my impression is not bad — certainly better than a certain someone whose name I won't bother to mention. She's honest with herself. She casts off that which she has no time for and she doesn't feign motivation for affairs that do not interest her.",https://game8.co/games/Genshin-Impact/archives/314177
405,Sara,Ayaka,"Kujou Sara of the Tenryou Commission is... not known to smile, and I have had my fair share of disputes with her. She is, however, a loyal servant to Inazuma, there is no question about that.",https://game8.co/games/Genshin-Impact/archives/336727
406,Sara,Ayato,"Old man Kujou capitalized on a golden opportunity to create a most formidable weapon indeed. The only flaw in his plan being, he is now no longer able to wield the weapon of his creation.",https://game8.co/games/Genshin-Impact/archives/336727
407,Sara,Gorou,"I have nothing good to say about the Shogun's Army, but Kujou Sara is perhaps the most honorable officer among their ranks. We've met each other countless times in battle, emerging both victorious and defeated at different times. 'sigh' I know now that it's not realistic to think this way, but I did use to wonder what things would be like if those like her could value the wishes of the people and be free from the grip of the Shogunate.",https://game8.co/games/Genshin-Impact/archives/336727
408,Sara,Heizou,"Madam Kujou Sara? Yeah, that lady's gotta be the most serious person in the entire Tenryou Commission. It would be nice if she could cut us a little slack and give everyone some breathing room - and she's always on my case about my occasional unexplained absences, but what can I say... I just go wherever the evidence leads me.",https://game8.co/games/Genshin-Impact/archives/336727
409,Sara,Itto,"You know what, yeah, she beat me during the Vision Hunt Decree. I'm not ashamed to admit it. When you lose, you admit defeat, and when you screw up, you take it on the chin, like a man! And anyway, let's not forget which one of us won't agree to a rematch — her, the tengu warrior! It's just a sumo street fight, I mean, what's she so afraid of? If she keeps snubbing me, I'm gonna have to stop calling her Kujou Tengu and start calling her Kujou Chicken! Heh, we'll see what she thinks of that.",https://game8.co/games/Genshin-Impact/archives/336727
410,Sara,Kazuha,"About Kujou Sara: She defeated my friend in a duel before the throne, which I accept as proof of her great strength.  But she uses that strength to serve as an oppressor's lackey, leading the Kujou Clan's troops to relentlessly seek out and confiscate Visions. This... I cannot forgive. Changing Perspective: I see... So she does have her own ideals that she is fighting for. But I have to wonder: can the Kujou. family flourish as they did before once this storm has passed?",https://game8.co/games/Genshin-Impact/archives/336727
411,Sara,Kirara,"I've always wanted to have a chat with the Lady Tengu. Maybe it's because she's the general of the Tenryou Commission, but I find her quite intimidating, so I've only ever watched her from afar. I—I'm just curious about her wings, you know? Are they ever an inconvenience? How does she deal with shedding feathers? Mm... Speaking of the feathers, I think lining my box with them would be super comfy.",https://game8.co/games/Genshin-Impact/archives/336727
